sentence_id,token_id,form,lemma,upos,deprel,head
s159,15,புதன்கிழமை,புதன்கிழமை,N,AAdjn,16
s159,16,செல்கிறார்,செல்,V,Pred,0
s159,17,.,.,Z,AuxK,0
s160,1,கொழும்பு,கொழும்பு,N,Atr,2
s160,2,திரும்பியவ்,திரும்பு,J,AdjAtr,3
s160,3,உடன்,உடன்,T,AuxC,15
s160,4,புதன்கிழமை,புதன்கிழமை,N,Atr,5
s160,5,மாலை,மாலை,N,AAdjn,15
s160,6,தமிழ்,தமிழ்,N,Atr,7
s160,7,எம்.பி.க்கள்,எம்.பி.,N,AAdjn_M,8
s160,8,மற்றும்,மற்றும்,C,Coord,12
s160,9,தமிழர்,தமிழர்,N,Atr,11
s160,10,கட்சித்,கட்சி,N,Atr,11
s160,11,தலைவர்கள்,தலைவர்,N,AAdjn_M,8
s160,12,உடன்,உடன்,P,AuxP,15
s160,13,அவர்,அவர்,R,Sb,15
s160,14,ஆலோசனை,ஆலோசனை,N,Obj,15
s160,15,செய்வார்,செய்,V,Obj,16
s160,16,என்று,என்,T,AuxC,17
s160,17,தெரிகிறது,தெரி,V,Pred,0
s160,18,.,.,Z,AuxK,0
s161,1,ராஜபட்சவ்,ராஜபட்ச,N,AComp,2
s161,2,உடன்,உடன்,P,AuxP,3
s161,3,சந்திப்பு,சந்திப்பு,N,Pnom,0
s161,4,:,:,Z,AuxK,0
s161,5,.,.,Z,AuxK,0
s162,1,வியாழக்கிழமை,வியாழக்கிழமை,N,AAdjn,10
s162,2,இலங்கை,இலங்கை,N,Atr,4
s162,3,அதிபர்,அதிபர்,N,Atr,4
s162,4,ராஜபட்ச,ராஜபட்ச,N,Sb_M,5
s162,5,மற்றும்,மற்றும்,C,Coord,10
s162,6,வெளியுறவு,வெளியுறவு,N,Atr,7
s162,7,அமைச்சர்,அமைச்சர்,N,Atr,9
s162,8,ஜி.எல்.,ஜி.எல்.,N,Atr,9
s162,9,பெரிஸ்ûஸ,பெரிஸ்ûஸ,N,Sb_M,5
s162,10,சந்திக்கிறார்,சந்தி,V,Pred,0
s162,11,.,.,Z,AuxK,0
s163,1,தமிழர்களுக்க்,தமிழர்,N,Atr,2
s163,2,ஆன,ஆன,T,Atr,4
s163,3,நிவாரணப்,நிவாரணம்,N,Atr,4
s163,4,பணிகள்,பணி,N,AAdjn_M,5
s163,5,மற்றும்,மற்றும்,C,Coord,8
s163,6,மறு,மறு,J,Atr,7
s163,7,குடியமர்வுக்க்,குடியமர்வு,N,AAdjn_M,5
s163,8,ஆக,ஆக,P,AuxP,15
s163,9,இந்தியா,இந்தியா,N,Sb,15
s163,10,ஏற்கெனவே,ஏற்கெனவே,A,AAdjn,15
s163,11,|,|,U,Atr,13
s163,12,500,500,U,Atr,13
s163,13,கோடி,கோடி,U,Atr,14
s163,14,நிதியுதவி,நிதியுதவி,N,Obj,15
s163,15,அறிவித்த்,அறிவு,V,Pred,0
s163,16,உள்ளது,உள்,V,AuxV,15
s163,17,.,.,Z,AuxK,0
s164,1,இதுதவிர,இதுதவிர,A,AAdjn,12
s164,2,தமிழக,தமிழகம்,N,Atr,3
s164,3,அரசு,அரசு,N,Atr,4
s164,4,சேகரித்த,சேகரி,J,AdjAtr,9
s164,5,2.5,2.5,U,Atr,6
s164,6,லட்சம்,லட்சம்,U,Atr,9
s164,7,குடும்ப,குடும்பம்,N,Atr,9
s164,8,நிவாரண,நிவாரணம்,N,Atr,9
s164,9,பாக்கெட்டுகளைய்,பாக்கெட்,N,Obj,12
s164,10,உம்,உம்,T,AuxZ,9
s164,11,இந்தியா,இந்தியா,N,Sb,12
s164,12,வழங்கி,வழங்கு,V,Pred,0
s164,13,உள்ளது,உள்,V,AuxV,12
s164,14,.,.,Z,AuxK,0
s165,1,இது,இது,R,AAdjn,2
s165,2,தவிர,தவிர,P,AuxP,15
s165,3,கூடாரங்கள்,கூடாரம்,N,Atr_M,4
s165,4,",",",",Z,Coord,7
s165,5,விவசாய,விவசாயம்,N,Atr,6
s165,6,உபகரணங்கள்,உபகரணம்,N,Atr_M,4
s165,7,உள்ளிட்ட,உள்ளிடு,J,AdjAtr,12
s165,8,2500,2500,U,Atr,10
s165,9,மெட்ரிக்,மெட்ரிக்,N,Atr,10
s165,10,டன்,டன்,U,Atr,12
s165,11,நிவாரணப்,நிவாரணம்,N,Atr,12
s165,12,பொருள்கள்,பொருள்,N,Sb,15
s165,13,உம்,உம்,T,AuxZ,12
s165,14,ஏற்கெனவே,ஏற்கெனவே,A,AAdjn,15
s165,15,வழங்கப்,வழங்கு,V,Pred,0
s165,16,பட்ட்,படு,V,AuxV,15
s165,17,உள்ளன,உள்,V,AuxV,15
s165,18,.,.,Z,AuxK,0
s166,1,வடக்கு,வடக்கு,N,Atr_M,2
s166,2,மற்றும்,மற்றும்,C,Coord,4
s166,3,கிழக்குப்,கிழக்கு,N,Atr_M,2
s166,4,பகுதிகளுக்க்,பகுதி,N,AAdjn,5
s166,5,ஆக,ஆகு,P,AuxP,9
s166,6,55,55,U,Atr,7
s166,7,பேருந்துகளை,பேருந்து,N,Obj,9
s166,8,இந்தியா,இந்தியா,N,Sb,9
s166,9,வழங்கிய்,வழங்கு,V,Pred,0
s166,10,உள்ளது,உள்,V,AuxV,9
s166,11,.,.,Z,AuxK,0
s167,1,சமீபத்தில்,சமீபம்,A,AAdjn,8
s167,2,4,4,U,Atr,3
s167,3,லட்சம்,லட்சம்,U,Atr,5
s167,4,சிமென்ட்,சிமென்ட்,N,Atr,5
s167,5,மூட்டைகளைய்,மூட்டை,N,Obj,8
s167,6,உம்,உம்,T,AuxZ,5
s167,7,இந்தியா,இந்தியா,N,Sb,8
s167,8,வழங்கியது,வழங்கு,V,Pred,0
s167,9,.,.,Z,AuxK,0
s168,1,தமிழர்களின்,தமிழர்,N,Atr,3
s168,2,சேதமடைந்த,சேதமடை,J,AdjAtr,3
s168,3,வீடுகளை,வீடு,N,Obj,4
s168,4,பழுதுபார்க்க,பழுதுபார்,V,AComp,8
s168,5,இந்த,இந்த,D,AuxA,7
s168,6,சிமென்ட்,சிமென்ட்,N,Atr,7
s168,7,மூட்டைகள்,மூட்டை,N,Sb,8
s168,8,வழங்கப்,வழங்கு,V,Pred,0
s168,9,பட்ட்,படு,V,AuxV,8
s168,10,உள்ளன,உள்,V,AuxV,8
s168,11,.,.,Z,AuxK,0
s169,1,மேலும்,மேலும்,A,AAdjn,11
s169,2,வடக்கு,வடக்கு,N,Atr_M,3
s169,3,மற்றும்,மற்றும்,C,Coord,5
s169,4,கிழக்குப்,கிழக்கு,N,Atr_M,3
s169,5,பகுதியில்,பகுதி,N,AAdjn,11
s169,6,தமிழர்களுக்க்,தமிழர்,N,AComp,7
s169,7,ஆக,ஆகு,P,AuxP,11
s169,8,50,50,U,Atr,9
s169,9,ஆயிரம்,ஆயிரம்,U,Atr,10
s169,10,வீடுகளை,வீடு,N,Obj,11
s169,11,கட்டிக்,கட்டு,V,AAdjn,13
s169,12,கொடுப்பத்,கொடு,T,CC,11
s169,13,ஆகவ்,ஆகு,T,AuxC,16
s169,14,உம்,உம்,T,AuxZ,13
s169,15,இந்தியா,இந்தியா,N,Sb,16
s169,16,அறிவித்த்,அறிவு,V,Pred,0
s169,17,உள்ளது,உள்,V,AuxV,16
s169,18,.,.,Z,AuxK,0
s170,1,இதுதவிர,இதுதவிர,A,AAdjn,10
s170,2,",",",",Z,AuxX,10
s170,3,வட,வட,N,Atr,5
s170,4,கிழக்குப்,கிழக்கு,N,Atr,5
s170,5,பகுதியில்,பகுதி,N,AAdjn,10
s170,6,பல்வேறு,பல்வேறு,J,Atr,7
s170,7,வளர்ச்சித்,வளர்ச்சி,N,Atr,8
s170,8,திட்டங்களை,திட்டம்,N,Obj,10
s170,9,இந்தியா,இந்தியா,N,Sb,10
s170,10,நிறைவேற்றி,நிறைவேற்று,V,Pred,0
s170,11,வருகிறது,வரு,V,AuxV,10
s170,12,.,.,Z,AuxK,0
s171,1,ரயில்,ரயில்,N,Atr,3
s171,2,பாதை,பாதை,N,Atr,3
s171,3,அமைப்பது,அமை,V,Obj_M,4
s171,4,",",",",Z,Coord,16
s171,5,துறைமுகம்,துறைமுகம்,N,Atr_M,9
s171,6,",",",",Z,AuxX,9
s171,7,கலாசார,கலாசாரம்,N,Atr,8
s171,8,மையங்கள்,மையம்,N,Atr_M,9
s171,9,",",",",Z,Coord,12
s171,10,விளையாட்டு,விளையாட்டு,N,Atr,11
s171,11,அரங்குகள்,அரங்கு,N,Atr_M,9
s171,12,ஆகியவற்றைக்,ஆகியவற்றைக்,N,Obj,13
s171,13,கட்டும்,கட்டு,J,AdjAtr,14
s171,14,பணிகளில்,பணி,N,AAdjn_M,4
s171,15,இந்தியா,இந்தியா,N,Sb,16
s171,16,ஈடுபட்ட்,ஈடுபடு,V,Pred,0
s171,17,உள்ளது,உள்,V,AuxV,16
s171,18,.,.,Z,AuxK,0
s172,1,அமெரிக்காவுக்குச்,அமெரிக்கா,N,AComp,2
s172,2,சென்ற,செல்,J,AdjAtr,6
s172,3,பாகிஸ்தான்,பாகிஸ்தான்,N,Atr,6
s172,4,ராணுவ,ராணுவம்,N,Atr,6
s172,5,அதிகாரிகள்,அதிகாரி,N,Atr,6
s172,6,குழுவினரை,குழுவினர்,N,Obj,15
s172,7,விமானத்த்,விமானம்,N,AComp,8
s172,8,இலிருந்து,இலிருந்து,P,AuxP,9
s172,9,இறக்கி,இறக்கு,V,AAdjn,15
s172,10,அமெரிக்க,அமெரிக்கா,N,Atr,11
s172,11,அதிகாரிகள்,அதிகாரி,N,Sb,15
s172,12,கடுமையான,கடுமை,J,Atr,13
s172,13,முறையில்,முறை,N,AAdjn,15
s172,14,விசாரணை,விசாரணை,N,Obj,15
s172,15,மேற்கொண்டத்,மேற்கொள்,V,Obj,16
s172,16,ஆக,ஆக,T,AuxC,18
s172,17,செய்திகள்,செய்தி,N,Sb,18
s172,18,வெளியாகிய்,வெளியாகு,V,Pred,0
s172,19,உள்ளன,உள்,V,AuxV,18
s172,20,.,.,Z,AuxK,0
s173,1,அமெரிக்காவில்,அமெரிக்கா,N,AAdjn,2
s173,2,நடைபெறும்,நடைபெறு,J,AdjAtr,4
s173,3,ராணுவ,ராணுவம்,N,Atr,4
s173,4,மாநாடு,மாநாடு,N,Atr,5
s173,5,ஒன்றில்,ஒன்று,U,AComp,6
s173,6,கலந்து,கல,V,AAdjn,8
s173,7,கொள்வதற்க்,கொள்,V,CC,6
s173,8,ஆக,ஆக,T,AAdjn,16
s173,9,பாகிஸ்தானைச்,பாகிஸ்தான்,N,Atr,10
s173,10,சேர்ந்த,சேர்,P,AuxP,14
s173,11,9,9,U,Atr,12
s173,12,ராணுவ,ராணுவம்,N,Atr,14
s173,13,உயர்,உயர்,J,Atr,14
s173,14,அதிகாரிகள்,அதிகாரி,N,Sb,16
s173,15,அந்நாட்டுக்குச்,அந்நாடு,N,AComp,16
s173,16,சென்ற்,செல்,V,Pred,0
s173,17,இருக்கினறனர்,இரு,V,AuxV,16
s173,18,.,.,Z,AuxK,0
s174,1,நேற்று,நேற்று,N,Atr,2
s174,2,காலை,காலை,N,AAdjn,12
s174,3,வாஷிங்டனில்,வாஷிங்டன்,N,AAdjn,4
s174,4,இருந்து,இரு,P,AuxP,12
s174,5,மாநாடு,மாநாடு,N,Atr,6
s174,6,நடைபெறும்,நடைபெறு,J,AdjAtr,8
s174,7,தம்பா,தம்பா,N,Atr,8
s174,8,நகருக்கு,நகர்,N,AComp,12
s174,9,அமெரிக்க,அமெரிக்கா,N,Atr,11
s174,10,ஏர்வேஸ்,ஏர்வேஸ்,N,Atr,11
s174,11,விமானத்தில்,விமானம்,N,AAdjn,12
s174,12,செல்லத்,செல்,V,AComp,13
s174,13,தயாராகினர்,தயாராகு,V,Pred,0
s174,14,.,.,Z,AuxK,0
s175,1,விமானம்,விமானம்,N,Atr,2
s175,2,புறப்படத்,புறப்படு,V,AAdjn,3
s175,3,தயாரான,தயார்,J,AdjAtr,4
s175,4,போது,போது,T,AuxC,13
s175,5,அவர்களை,அவர்,R,Obj,9
s175,6,விமானத்த்,விமானம்,N,AComp,7
s175,7,இலிருந்து,இலிருந்து,P,AuxP,9
s175,8,கீழே,கீழ்,A,AAdjn,9
s175,9,இறக்கி,இறக்கு,V,AAdjn,13
s175,10,அமெரிக்க,அமெரிக்கா,N,Atr,11
s175,11,அதிகாரிகள்,அதிகாரி,N,Sb,13
s175,12,விசாரணை,விசாரணை,N,Obj,13
s175,13,நடத்தியத்,நடத்து,V,Obj,14
s175,14,ஆகத்,ஆகு,T,AuxC,15
s175,15,தெரிகிறது,தெரி,V,Pred,0
s175,16,.,.,Z,AuxK,0
s176,1,இந்தத்,இந்த,D,AuxA,2
s176,2,தகவலை,தகவல்,N,Obj,6
s176,3,வாஷிடங்டன்,வாஷிடங்டன்,N,Atr,5
s176,4,போஸ்ட்,போஸ்ட்,N,Atr,5
s176,5,பத்திரிகை,பத்திரிகை,N,Sb,6
s176,6,வெளியிட்ட்,வெளியிடு,V,Pred,0
s176,7,இருக்கிறது,இரு,V,AuxV,6
s176,8,.,.,Z,AuxK,0
s177,1,விமான,விமானம்,N,Atr,2
s177,2,ஊழியர்,ஊழியர்,N,AAdjn,3
s177,3,இடம்,இடம்,P,AuxP,10
s177,4,ராணுவ,ராணுவம்,N,Atr,5
s177,5,அதிகாரிகள்,அதிகாரி,N,Atr,6
s177,6,உள்,உள்,P,AuxP,7
s177,7,ஒருவர்,ஒருவர்,N,Sb,10
s177,8,சர்ச்சைக்குரிய,சர்ச்சைக்குரிய,J,Atr,9
s177,9,கருத்தைத்,கருத்து,N,Obj,10
s177,10,தெரிவித்ததற்க்,தெரிவி,V,AAdjn,11
s177,11,ஆகவ்,ஆகு,T,AAdjn,15
s177,12,ஏ,ஏ,T,AuxZ,11
s177,13,அவர்கள்,அவர்,R,Atr,14
s177,14,அனைவரும்,அனைவர்,R,Sb,15
s177,15,இறக்கி,இறக்கு,V,Obj,18
s177,16,விடப்,விடு,V,AuxV,15
s177,17,பட்டத்,படு,V,AuxV,15
s177,18,ஆகக்,ஆகு,T,AuxC,19
s177,19,கூறப்,கூறு,V,Pred,0
s177,20,படுகிறது,படு,V,AuxV,19
s177,21,.,.,Z,AuxK,0
s178,1,எனினும்,எனினும்,A,AAdjn,10
s178,2,இது,இது,R,Atr,3
s178,3,குறித்த,குறி,P,AuxP,5
s178,4,முழு,முழு,J,Atr,5
s178,5,விவரம்,விவரம்,N,Atr,10
s178,6,உம்,உம்,T,AuxZ,5
s178,7,அந்தப்,அந்த,D,AuxA,8
s178,8,பத்திரிகை,பத்திரிகை,N,Atr,9
s178,9,செய்தியில்,செய்தி,N,AAdjn,10
s178,10,வெளியிடப்படவ்,வெளியிடு,V,Pred,0
s178,11,இல்லை,இல்,V,AuxV,10
s178,12,.,.,Z,AuxK,0
s179,1,கிட்டத்தட்ட,கிட்டத்தட்ட,A,AAdjn,12
s179,2,இரண்டரை,இரண்டரை,U,Atr,3
s179,3,மணி,மணி,N,Atr,4
s179,4,நேரம்,நேரம்,N,AAdjn,12
s179,5,அந்த,அந்த,D,AuxA,6
s179,6,ராணுவ,ராணுவம்,N,Atr,7
s179,7,அதிகாரிகள்,அதிகாரி,N,Atr,8
s179,8,அனைவரும்,அனைவர்,R,Sb,12
s179,9,அமெரிக்க,அமெரிக்கா,N,Atr,10
s179,10,அதிகாரிகளின்,அதிகாரி,N,Atr,11
s179,11,கட்டுப்பாட்டில்,கட்டுப்பாடு,N,AComp,12
s179,12,வைக்கப்,வை,V,Obj,15
s179,13,பட்ட்,படு,V,AuxV,12
s179,14,இருந்தத்,இரு,V,AuxV,12
s179,15,ஆகவ்,ஆகு,T,AuxC_M,33
s179,16,உம்,உம்,T,AuxZ,15
s179,17,",",",",Z,AuxX,33
s179,18,தூதரகத்த்,தூதரகம்,N,AComp_M,19
s179,19,உடன்,உடன்,P,AuxP_M,26
s179,20,ஓ,ஓ,T,AuxZ,19
s179,21,",",",",Z,AuxX,26
s179,22,அமெரிக்க,அமெரிக்கா,N,Atr,24
s179,23,ராணுவ,ராணுவம்,N,Atr,24
s179,24,அதிகாரிகள்,அதிகாரி,N,AComp_M,25
s179,25,உடன்,உடன்,P,AuxP_M,26
s179,26,ஓ,ஓ,T,Coord,27
s179,27,பேசுவதற்கு,பேசு,V,AComp,30
s179,28,அவர்களுக்கு,அவர்,R,Obj,30
s179,29,அனுமதி,அனுமதி,N,Obj,30
s179,30,வழங்கப்படவ்,வழங்கு,V,Obj,32
s179,31,இல்லை,இல்,V,AuxV,30
s179,32,எனவ்,என்,T,AuxC_M,33
s179,33,உம்,உம்,T,Coord,36
s179,34,அந்தச்,அந்த,D,Atr,35
s179,35,செய்தி,செய்தி,N,Sb,36
s179,36,கூறுகிறது,கூறு,V,Pred,0
s179,37,.,.,Z,AuxK,0
s180,1,அவர்களால்,அவர்களால்,R,AComp,3
s180,2,எந்த,எந்த,D,AuxA,3
s180,3,அச்சுறுத்தல்,அச்சுறுத்தல்,N,Atr,6
s180,4,உம்,உம்,T,AuxZ,3
s180,5,இல்லை,இல்,V,AuxV,3
s180,6,என்கிற,என்,J,AuxC,7
s180,7,முடிவுக்கு,முடிவு,N,AComp,8
s180,8,வந்த,வா,J,AdjAtr,9
s180,9,பிறகே,பிறகு,T,AuxC,13
s180,10,அவர்களை,அவர்,R,Obj,13
s180,11,அமெரிக்க,அமெரிக்கா,N,Atr,12
s180,12,அதிகாரிகள்,அதிகாரி,N,Sb,13
s180,13,விடுவித்தத்,விடுவி,V,Obj,14
s180,14,ஆகவ்,ஆகு,T,AuxC,16
s180,15,உம்,உம்,T,AuxZ,14
s180,16,தெரிகிறது,தெரி,V,Pred,0
s180,17,.,.,Z,AuxK,0
s181,1,இந்தச்,இந்த,N,Atr,2
s181,2,சம்பவத்தைய்,சம்பவம்,N,Obj,3
s181,3,அடுத்து,அடுத்து,V,AAdjn,16
s181,4,",",",",Z,AuxX,16
s181,5,பயணத்தை,பயணம்,N,Obj,6
s181,6,ரத்து,ரத்து,N,AAdjn,11
s181,7,செய்து,செய்,V,AuxV,6
s181,8,விட்டு,வீடு,V,AuxV,6
s181,9,",",",",Z,AuxX,11
s181,10,நாடு,நாடு,N,Atr,11
s181,11,திரும்பும்,திரும்பு,J,AdjAtr,12
s181,12,படி,படி,T,AuxC,16
s181,13,அவர்களுக்கு,அவர்,R,Obj,16
s181,14,பாகிஸ்தான்,பாகிஸ்தான்,N,Atr,15
s181,15,ராணுவம்,ராணுவம்,N,Sb,16
s181,16,உத்தரவிட்ட்,உத்தரவிடு,V,Pred,0
s181,17,இருக்கிறது,இரு,V,AuxV,16
s181,18,.,.,Z,AuxK,0
s182,1,அவர்கள்,அவர்,R,Sb,4
s182,2,இன்று,இன்று,A,AAdjn,4
s182,3,பாகிஸ்தான்,பாகிஸ்தான்,N,AComp,4
s182,4,திரும்புவார்கள்,திரும்பு,V,Obj,5
s182,5,எனத்,என்,T,AuxC,6
s182,6,தெரிகிறது,தெரி,V,Pred,0
s182,7,.,.,Z,AuxK,0
s183,1,ஜார்க்கண்டின்,ஜார்க்கண்ட்,N,Atr,3
s183,2,தும்கா,தும்கா,N,Atr,3
s183,3,மாவட்டத்தில்,மாவட்டம்,N,AComp,6
s183,4,மாவோயிஸ்டுகள்,மாவோயிஸ்ட்,N,AComp,5
s183,5,உடன்,உடன்,P,AuxP,6
s183,6,நிகழ்ந்த,நிகழ்,J,AdjAtr,8
s183,7,கடும்,கடும்,J,Atr,8
s183,8,துப்பாக்கிச்சண்டையில்,துப்பாக்கிச்சண்டை,N,AComp,12
s183,9,போலீஸ்,போலீஸ்,N,Atr,10
s183,10,அதிகாரி,அதிகாரி,N,Atr,11
s183,11,ஒருவர்,ஒருவர்,U,Sb,12
s183,12,உயிரிழந்தார்,உயிரிழ,V,Pred,0
s183,13,.,.,Z,AuxK,0
s184,1,இரு,இரு,U,Atr,2
s184,2,போலீசார்,போலீசார்,N,Sb,3
s184,3,காயமடைந்தனர்,காயமடை,V,Pred,0
s184,4,.,.,Z,AuxK,0
s185,1,ஜாமா,ஜாமா,N,Atr,2
s185,2,வனப்பகுதிகளில்,வனப்பகுதி,N,AComp,5
s185,3,இன்று,இன்று,N,Atr,4
s185,4,அதிகாலை,அதிகாலை,N,AAdjn,5
s185,5,நிகழ்ந்த,நிகழ்,J,AdjAtr,7
s185,6,இந்த,இந்த,D,AuxA,7
s185,7,துப்பாக்கிச்சண்டையில்,துப்பாக்கிச்சண்டை,N,AComp,20
s185,8,தலையில்,தலை,N,AComp,10
s185,9,குண்டு,குண்டு,N,Obj,10
s185,10,பாய்ந்த,பாய்,J,AdjAtr,16
s185,11,ஜாமா,ஜாமா,N,Atr,14
s185,12,போலீஸ்,போலீஸ்,N,Atr,14
s185,13,நிலைய,நிலையம்,N,Atr,14
s185,14,அதிகாரி,அதிகாரி,N,Atr,16
s185,15,சதானந்த்,சதானந்த்,N,Atr,16
s185,16,சிங்,சிங்,N,Atr,20
s185,17,சம்பவ,சம்பவம்,N,Atr,18
s185,18,இடத்தில்,இடம்,N,AAdjn,20
s185,19,ஏயே,ஏயே,T,AuxZ,18
s185,20,உயிரிழந்தத்,உயிரிழ,V,Obj,21
s185,21,ஆக,ஆக,T,AuxC,26
s185,22,துணை,துணை,N,Atr,25
s185,23,போலீஸ்,போலீஸ்,N,Atr,25
s185,24,ஐஜி,ஐஜி,N,Atr,25
s185,25,பி.கே.பாண்டே,பி.கே.பாண்டே,N,Sb,26
s185,26,தெரிவித்தார்,தெரிவி,V,Pred,0
s185,27,.,.,Z,AuxK,0
s186,1,சிறப்பு,சிறப்பு,J,Atr,2
s186,2,அதிரடிப்படையைச்,அதிரடிப்படை,N,Obj,3
s186,3,சேர்ந்த,சேர்,J,AdjAtr,7
s186,4,கான்ஸ்டபிள்,கான்ஸ்டபிள்,N,Atr,5
s186,5,ரவிசங்கர்,ரவிசங்கர்,N,Atr,6
s186,6,உள்ளிட்ட,உள்ளிடு,J,AdjAtr,7
s186,7,இருவர்,இருவர்,N,Sb,10
s186,8,இந்த,இந்த,D,AuxA,9
s186,9,துப்பாக்கிச்சண்டையில்,துப்பாக்கிச்சண்டை,N,AAdjn,10
s186,10,காயமடைந்தனர்,காயமடை,V,Pred,0
s186,11,.,.,Z,AuxK,0
s187,1,இதையடுத்து,இதையடுத்து,A,AAdjn,9
s187,2,ராஞ்சியில்,ராஞ்சி,N,AAdjn,3
s187,3,இருந்து,இரு,P,AuxP,9
s187,4,உயர்,உயர்,J,Atr,5
s187,5,போலீஸ்,போலீஸ்,N,Atr,6
s187,6,அதிகாரிகள்,அதிகாரி,N,Sb,9
s187,7,தும்காவுக்கு,தும்கா,N,AComp,9
s187,8,விரைந்து,விரை,A,AAdjn,9
s187,9,சென்று,செல்,V,AAdjn,11
s187,10,விசாரணை,விசாரணை,N,Obj,11
s187,11,நடத்தினர்,நடத்து,V,Pred,0
s187,12,.,.,Z,AuxK,0
s188,1,விநாயகர்,விநாயகர்,N,Atr,3
s188,2,சதுர்த்தி,சதுர்த்தி,N,Atr,3
s188,3,பண்டிகை,பண்டிகை,N,Obj,4
s188,4,கொண்டாடும்,கொண்டாடு,J,AdjAtr,5
s188,5,மக்களுக்கு,மக்கள்,N,Obj,10
s188,6,அதிமுக,அதிமுக,N,Atr,8
s188,7,பொதுச்செயலர்,பொதுச்செயலர்,N,Atr,8
s188,8,ஜெயலலிதா,ஜெயலலிதா,N,Sb,10
s188,9,வாழ்த்து,வாழ்த்து,N,Obj,10
s188,10,தெரிவித்த்,தெரிவி,V,Pred,0
s188,11,உள்ளார்,உள்,V,AuxV,10
s188,12,.,.,Z,AuxK,0
s189,1,ரம்ஜானை,ரம்ஜான்,N,Obj,2
s189,2,முன்னிட்டு,முன்னிட்டு,V,AAdjn,13
s189,3,நல்லெண்ண,நல்லெண்ணம்,J,Atr,4
s189,4,நடவடிக்கைய்,நடவடிக்கை,N,AAdjn,5
s189,5,ஆக,ஆகு,P,AAdjn,13
s189,6,",",",",Z,AuxX,13
s189,7,பாகிஸ்தான்,பாகிஸ்தான்,N,Atr,8
s189,8,நாட்டைச்,நாடு,N,Obj,9
s189,9,சேர்ந்த,சேர்,J,AdjAtr,11
s189,10,85,85,U,Atr,11
s189,11,கைதிகள்,கைதி,N,Sb,13
s189,12,விடுதலை,விடுதலை,N,Obj,13
s189,13,செய்யப்படுவத்,செய்,V,Obj,14
s189,14,ஆக,ஆக,T,AuxC,17
s189,15,இந்தியா,இந்தியா,N,Sb,17
s189,16,இன்று,இன்று,A,AAdjn,17
s189,17,அறிவித்தது,அறிவி,V,Pred,0
s189,18,.,.,Z,AuxK,0
s190,1,இந்தியாவில்,இந்தியா,N,AAdjn,4
s190,2,பல்வேறு,பல்வேறு,J,Atr,3
s190,3,சிறைகளில்,சிறை,N,AComp,4
s190,4,அடைக்கப்,அடை,V,AComp,6
s190,5,பட்ட்,படு,V,AuxV,4
s190,6,உள்ள,உள்,J,AdjAtr,7
s190,7,அவர்களில்,அவர்,N,AAdjn,8
s190,8,பெரும்பாலானவர்கள்,பெரும்பாலானவர்,N,Sb,9
s190,9,மீனவர்கள்,மீனவர்,N,Pred,0
s190,10,ஆவர்,ஆவர்,V,AuxV,9
s190,11,.,.,Z,AuxK,0
s191,1,குஜராத்,குஜராத்,N,Atr,2
s191,2,சிறைகளில்,சிறை,N,AComp,3
s191,3,அடைக்கப்,அடை,V,AComp,5
s191,4,பட்ட்,படு,V,AuxV,3
s191,5,இருந்த,இரு,J,AdjAtr,7
s191,6,58,58,U,Atr,7
s191,7,மீனவர்களை,மீனவர்,N,Obj,8
s191,8,விடுதலை,விடுதலை,N,AAdjn,14
s191,9,செய்ய,செய்,V,AuxV,8
s191,10,செப்டம்பர்,செப்டம்பர்,N,Atr,12
s191,11,9ம்,9,U,Atr,12
s191,12,தேதி,தேதி,N,AAdjn,14
s191,13,உத்தரவு,உத்தரவு,N,Sb,14
s191,14,பிறப்பிக்கப்,பிறப்பி,V,Obj,17
s191,15,பட்ட்,படு,V,AuxV,14
s191,16,இருப்பத்,இரு,V,AuxV,14
s191,17,ஆக,ஆக,T,AuxC,24
s191,18,மத்திய,மத்திய,J,Atr,20
s191,19,உள்துறை,உள்துறை,N,Atr,20
s191,20,அமைச்சகம்,அமைச்சகம்,N,Sb,21
s191,21,வெளியிட்ட்,வெளியிடு,V,AComp,22
s191,22,உள்ள,உள்,J,AdjAtr,23
s191,23,செய்திக்குறிப்பில்,செய்திக்குறிப்பு,N,AComp,24
s191,24,தெரிவிக்கப்,தெரிவி,V,Pred,0
s191,25,பட்ட்,படு,V,AuxV,24
s191,26,உள்ளது,உள்,V,AuxV,24
s191,27,.,.,Z,AuxK,0
s192,1,அவர்கள்,அவர்,R,AAdjn,2
s192,2,உடன்,உடன்,P,AuxP,26
s192,3,",",",",Z,AuxX,26
s192,4,பஞ்சாப்,பஞ்சாப்,N,Atr_M,5
s192,5,மற்றும்,மற்றும்,C,Coord,7
s192,6,ஜம்மு-காஷ்மீர்,ஜம்மு-காஷ்மீர்,N,Atr_M,5
s192,7,சிறைகளில்,சிறை,N,Comp,8
s192,8,இருந்து,இரு,P,AuxP,11
s192,9,தலா,தலா,J,Atr,11
s192,10,7,7,U,Atr,11
s192,11,பேர்,பேர்,N,Sb_M,25
s192,12,உம்,உம்,T,AuxZ,11
s192,13,",",",",Z,AuxX,25
s192,14,ராஜஸ்தான்,ராஜஸ்தான்,N,Atr,15
s192,15,சிறையில்,சிறை,N,Comp,16
s192,16,இருந்து,இரு,P,AuxP,17
s192,17,ஒருவர்,ஒருவர்,N,Sb_M,25
s192,18,உம்,உம்,T,AuxZ,17
